title,Tall Khali,book_en_507_page_0_1.m4a,book_en_507_page_0,portrait,audio,
word,1.99392,2.72657,size,en-uk_size.m4a,0.2,
word,2.72657,2.91842,for,en-uk_for.m4a,0.2,
word,2.91842,3.53023,Khali.,en-uk_tumo.m4a,0.2,
page,8,book_en_507_page_8,wordwrap,
paragraph
sentence,book_en_507_page_8_1.m4a,0,
word,0,0.790079,Khali,en-uk_tumo.m4a,0.2,
word,0.790079,1.03492,rode,en-uk_rode.m4a,0.2,
word,1.03492,1.28332,his,en-uk_his.m4a,0.2,
word,1.28332,1.7361,new,en-uk_new.m4a,0.2,
word,1.7361,2.31169,bicycle,en-uk_bicycle.m4a,0.2,
word,2.31169,3.54444,"home,",en-uk_home.m4a,0.2,
word,3.54444,4.36224,smiling,en-uk_smiling.m4a,0.2,
word,4.36224,4.63559,at,en-uk_at.m4a,0.2,
word,4.63559,4.88664,how,en-uk_how.m4a,0.2,
word,4.88664,5.7788,easy,en-uk_easy.m4a,0.2,
word,5.7788,5.93526,it,en-uk_it.m4a,0.2,
word,5.93526,6.22263,was,en-uk_was.m4a,0.2,
word,6.22263,6.41244,to,en-uk_to.m4a,0.2,
word,6.41244,6.92159,ride.,en-uk_ride.m4a,0.2,
sentence,book_en_507_page_8_2.m4a,7.92159,
word,0,0.520109,But,en-uk_but.m4a,0.2,
word,0.520109,0.995389,when,en-uk_when.m4a,0.2,
word,0.995389,1.21199,he,en-uk_he.m4a,0.2,
word,1.21199,1.46295,got,en-uk_got.m4a,0.2,
word,1.46295,2.26263,"there,",en-uk_there.m4a,0.2,
word,2.26263,2.45255,he,en-uk_he.m4a,0.2,
word,2.45255,2.98784,found,en-uk_found.m4a,0.2,
word,2.98784,3.16307,that,en-uk_that.m4a,0.2,
word,3.16307,3.35856,his,en-uk_his.m4a,0.2,
word,3.35856,3.93007,house,en-uk_house.m4a,0.2,
word,3.93007,4.17127,was,en-uk_was.m4a,0.2,
word,4.17127,4.56324,different,en-uk_different.m4a,0.2,
word,4.56324,5.12501,too!,en-uk_too.m4a,0.2,
sentence,book_en_507_page_8_3.m4a,14.0466,
word,0,0.358767,It,en-uk_it.m4a,0.2,
word,0.358767,0.497091,had,en-uk_had.m4a,0.2,
word,0.497091,0.962235,been,en-uk_been.m4a,0.2,
word,0.962235,1.81958,rebuilt,en-uk_rebuilt.m4a,0.2,
word,1.81958,2.31081,and,en-uk_and.m4a,0.2,
word,2.31081,2.85997,now,en-uk_now.m4a,0.2,
word,2.85997,2.9918,it,en-uk_it.m4a,0.2,
word,2.9918,3.26865,was,en-uk_was.m4a,0.2,
word,3.26865,3.87333,larger.,en-uk_larger.m4a,0.2,
sentence,book_en_507_page_8_4.m4a,18.9199,
word,0,0.333753,The,en-uk_the.m4a,0.2,
word,0.333753,1.11743,doorway,en-uk_doorway.m4a,0.2,
word,1.11743,1.29034,and,en-uk_and.m4a,0.2,
word,1.29034,1.54671,the,en-uk_the.m4a,0.2,
word,1.54671,2.03592,ceiling,en-uk_ceiling.m4a,0.2,
word,2.03592,2.20096,were,en-uk_were.m4a,0.2,
word,2.20096,2.60378,much,en-uk_much.m4a,0.2,
word,2.60378,3.05778,higher.,en-uk_higher.m4a,0.2,
sentence,book_en_507_page_8_5.m4a,22.9777,
word,0,0.784212,Khali,en-uk_tumo.m4a,0.2,
word,0.784212,0.97399,could,en-uk_could.m4a,0.2,
word,0.97399,1.34583,go,en-uk_go.m4a,0.2,
word,1.34583,1.59246,through,en-uk_through.m4a,0.2,
word,1.59246,1.76669,the,en-uk_the.m4a,0.2,
word,1.76669,2.41992,doorway,en-uk_doorway.m4a,0.2,
word,2.41992,2.83518,without,en-uk_without.m4a,0.2,
word,2.83518,3.32765,bending,en-uk_bending.m4a,0.2,
word,3.32765,4.00379,down.,en-uk_down.m4a,0.2,
sentence,book_en_507_page_8_6.m4a,27.9815,
word,0,0.276973,He,en-uk_he.m4a,0.2,
word,0.276973,0.483061,could,en-uk_could.m4a,0.2,
word,0.483061,0.957153,walk,en-uk_walk.m4a,0.2,
word,0.957153,1.18588,through,en-uk_through.m4a,0.2,
word,1.18588,1.39974,his,en-uk_his.m4a,0.2,
word,1.39974,2.11788,house,en-uk_house.m4a,0.2,
word,2.11788,2.51788,instead,en-uk_instead.m4a,0.2,
word,2.51788,2.71604,of,en-uk_of.m4a,0.2,
word,2.71604,3.145,crawling,en-uk_crawling.m4a,0.2,
word,3.145,3.75123,around,en-uk_around.m4a,0.2,
word,3.75123,3.87476,on,en-uk_on.m4a,0.2,
word,3.87476,4.06164,the,en-uk_the.m4a,0.2,
word,4.06164,4.53778,floor.,en-uk_floor.m4a,0.2,
page,9,book_en_507_page_9,wordwrap,
paragraph
sentence,book_en_507_page_9_1.m4a,0,
word,0,0.667709,And,en-uk_and.m4a,0.2,
word,0.667709,0.941916,when,en-uk_when.m4a,0.2,
word,0.941916,1.14024,it,en-uk_it.m4a,0.2,
word,1.14024,1.38675,was,en-uk_was.m4a,0.2,
word,1.38675,1.68589,time,en-uk_time.m4a,0.2,
word,1.68589,1.89329,to,en-uk_to.m4a,0.2,
word,1.89329,2.13486,go,en-uk_go.m4a,0.2,
word,2.13486,2.31618,to,en-uk_to.m4a,0.2,
word,2.31618,3.17821,"bed,",en-uk_bed.m4a,0.2,
word,3.17821,3.86257,Khali,en-uk_tumo.m4a,0.2,
word,3.86257,4.41946,even,en-uk_even.m4a,0.2,
word,4.41946,4.78744,found,en-uk_found.m4a,0.2,
word,4.78744,4.95261,a,en-uk_a.m4a,0.2,
word,4.95261,5.3533,new,en-uk_new.m4a,0.2,
word,5.3533,5.97853,bed,en-uk_bed.m4a,0.2,
word,5.97853,7.12906,with,en-uk_with.m4a,0.2,
word,7.12906,7.43665,new,en-uk_new.m4a,0.2,
word,7.43665,8.08722,blankets,en-uk_blankets.m4a,0.2,
word,8.08722,8.25149,to,en-uk_to.m4a,0.2,
word,8.25149,8.79388,match!,en-uk_match.m4a,0.2,
sentence,book_en_507_page_9_2.m4a,9.79388,
word,0,0.489493,This,en-uk_this.m4a,0.2,
word,0.489493,1.0487,bed,en-uk_bed.m4a,0.2,
word,1.0487,1.25562,was,en-uk_was.m4a,0.2,
word,1.25562,1.83293,much,en-uk_much.m4a,0.2,
word,1.83293,2.35828,longer.,en-uk_longer.m4a,0.2,
sentence,book_en_507_page_9_3.m4a,13.1522,
word,0,0.55028,When,en-uk_when.m4a,0.2,
word,0.55028,1.13436,Khali,en-uk_tumo.m4a,0.2,
word,1.13436,1.37595,laid,en-uk_laid.m4a,0.2,
word,1.37595,2.26821,"down,",en-uk_down.m4a,0.2,
word,2.26821,2.75145,his,en-uk_his.m4a,0.2,
word,2.75145,3.15194,whole,en-uk_whole.m4a,0.2,
word,3.15194,3.8273,body,en-uk_body.m4a,0.2,
word,3.8273,4.36921,fit,en-uk_fit.m4a,0.2,
word,4.36921,4.77772,inside,en-uk_inside.m4a,0.2,
word,4.77772,4.97072,the,en-uk_the.m4a,0.2,
word,4.97072,5.88812,bed,en-uk_bed.m4a,0.2,
word,5.88812,6.10186,and,en-uk_and.m4a,0.2,
word,6.10186,6.53416,under,en-uk_under.m4a,0.2,
word,6.53416,6.7049,the,en-uk_the.m4a,0.2,
word,6.7049,7.21234,blanket.,en-uk_blanket.m4a,0.2,
sentence,book_en_507_page_9_4.m4a,21.3645,
word,0,0.357079,It,en-uk_it.m4a,0.2,
word,0.357079,0.679707,kept,en-uk_kept.m4a,0.2,
word,0.679707,0.887296,his,en-uk_his.m4a,0.2,
word,0.887296,1.46414,feet,en-uk_feet.m4a,0.2,
word,1.46414,1.8737,warm,en-uk_warm.m4a,0.2,
word,1.8737,2.1049,and,en-uk_and.m4a,0.2,
word,2.1049,2.66479,away,en-uk_away.m4a,0.2,
word,2.66479,2.8713,from,en-uk_from.m4a,0.2,
word,2.8713,3.03596,the,en-uk_the.m4a,0.2,
word,3.03596,3.98186,mosquitoes.,en-uk_mosquitoes.m4a,0.2,
page,10,book_en_507_page_10,wordwrap,
paragraph
sentence,book_en_507_page_10_1.m4a,0,
word,0,0.961331,Now,en-uk_now.m4a,0.2,
word,0.961331,1.41009,Khali,en-uk_tumo.m4a,0.2,
word,1.41009,1.71665,is,en-uk_is.m4a,0.2,
word,1.71665,2.15458,very,en-uk_very.m4a,0.2,
word,2.15458,2.82451,happy.,en-uk_happy.m4a,0.2,
sentence,book_en_507_page_10_2.m4a,3.82451,
word,0,0.38369,He,en-uk_he.m4a,0.2,
word,0.38369,0.893497,lives,en-uk_lives.m4a,0.2,
word,0.893497,1.08139,his,en-uk_his.m4a,0.2,
word,1.08139,1.47043,life,en-uk_life.m4a,0.2,
word,1.47043,2.60277,easily,en-uk_easily.m4a,0.2,
word,2.60277,3.28504,and,en-uk_and.m4a,0.2,
word,3.28504,3.44937,it,en-uk_it.m4a,0.2,
word,3.44937,3.68035,is,en-uk_is.m4a,0.2,
word,3.68035,3.93695,all,en-uk_all.m4a,0.2,
word,3.93695,4.33554,thanks,en-uk_thanks.m4a,0.2,
word,4.33554,4.73688,to,en-uk_to.m4a,0.2,
word,4.73688,5.06148,his,en-uk_his.m4a,0.2,
word,5.06148,5.39526,friends,en-uk_friends.m4a,0.2,
word,5.39526,5.64236,in,en-uk_in.m4a,0.2,
word,5.64236,5.90613,the,en-uk_the.m4a,0.2,
word,5.90613,6.54952,village.,en-uk_village.m4a,0.2,
sentence,book_en_507_page_10_3.m4a,11.374,
word,0,0.444384,They,en-uk_they.m4a,0.2,
word,0.444384,0.900522,saw,en-uk_saw.m4a,0.2,
word,0.900522,1.15323,that,en-uk_that.m4a,0.2,
word,1.15323,1.71486,Khali,en-uk_tumo.m4a,0.2,
word,1.71486,1.92753,was,en-uk_was.m4a,0.2,
word,1.92753,2.25005,having,en-uk_having.m4a,0.2,
word,2.25005,2.46652,a,en-uk_a.m4a,0.2,
word,2.46652,2.76971,hard,en-uk_hard.m4a,0.2,
word,2.76971,3.76167,time,en-uk_time.m4a,0.2,
word,3.76167,3.99377,and,en-uk_and.m4a,0.2,
word,3.99377,4.17747,they,en-uk_they.m4a,0.2,
word,4.17747,4.65232,worked,en-uk_worked.m4a,0.2,
word,4.65232,5.61967,together,en-uk_together.m4a,0.2,
word,5.61967,5.85139,to,en-uk_to.m4a,0.2,
word,5.85139,6.0083,help,en-uk_help.m4a,0.2,
word,6.0083,6.25432,him,en-uk_him.m4a,0.2,
word,6.25432,6.6849,out.,en-uk_out.m4a,0.2,
sentence,book_en_507_page_10_4.m4a,19.0589,
word,0,0.693468,Khali,en-uk_tumo.m4a,0.2,
word,0.693468,0.933876,will,en-uk_will.m4a,0.2,
word,0.933876,1.66744,always,en-uk_always.m4a,0.2,
word,1.66744,2.00115,be,en-uk_be.m4a,0.2,
word,2.00115,2.44302,very,en-uk_very.m4a,0.2,
word,2.44302,3.07664,thankful,en-uk_thankful.m4a,0.2,
word,3.07664,3.2417,for,en-uk_for.m4a,0.2,
word,3.2417,3.51622,their,en-uk_their.m4a,0.2,
word,3.51622,4.16147,support.,en-uk_support.m4a,0.2,
