book_en_419_page_0_1.m4a	00:00:01.44
book_en_419_page_10_1.m4a	00:00:01.37
book_en_419_page_10_2.m4a	00:00:01.32
book_en_419_page_1_1.m4a	00:00:01.09
book_en_419_page_1_2.m4a	00:00:01.32
book_en_419_page_2_1.m4a	00:00:02.07
book_en_419_page_2_2.m4a	00:00:01.44
book_en_419_page_3_1.m4a	00:00:01.67
book_en_419_page_3_2.m4a	00:00:01.21
book_en_419_page_4_1.m4a	00:00:01.23
book_en_419_page_4_2.m4a	00:00:01.00
book_en_419_page_5_1.m4a	00:00:02.60
book_en_419_page_6_1.m4a	00:00:01.72
book_en_419_page_7_1.m4a	00:00:01.79
book_en_419_page_8_1.m4a	00:00:01.07
book_en_419_page_8_2.m4a	00:00:01.79
book_en_419_page_9_1.m4a	00:00:01.25
book_en_419_page_9_2.m4a	00:00:01.14
