title,A Family,book_en_206_page_0_1.m4a,book_en_206_page_0,landscape,audio,
page,1,book_en_206_page_1,wordwrap,
paragraph
sentence,book_en_206_page_1_1.m4a,0,
word,0,0.543307,This,en-uk_this.m4a,0.2,
word,0.543307,0.936016,is,en-uk_is.m4a,0.2,
word,0.936016,1.3356,a,en-uk_a.m4a,0.2,
word,1.3356,2.1543,family.,en-uk_family.m4a,0.2,
page,2,book_en_206_page_2,wordwrap,
paragraph
sentence,book_en_206_page_2_1.m4a,0,
word,0,0.623963,This,en-uk_this.m4a,0.2,
word,0.623963,0.941437,is,en-uk_is.m4a,0.2,
word,0.941437,1.36666,a,en-uk_a.m4a,0.2,
word,1.36666,2.12581,baby.,en-uk_baby.m4a,0.2,
page,3,book_en_206_page_3,wordwrap,
paragraph
sentence,book_en_206_page_3_1.m4a,0,
word,0,0.620941,This,en-uk_this.m4a,0.2,
word,0.620941,0.993171,is,en-uk_is.m4a,0.2,
word,0.993171,1.37585,a,en-uk_a.m4a,0.2,
word,1.37585,2.17719,daughter.,en-uk_daughter.m4a,0.2,
page,4,book_en_206_page_4,wordwrap,
paragraph
sentence,book_en_206_page_4_1.m4a,0,
word,0,0.50908,This,en-uk_this.m4a,0.2,
word,0.50908,0.959493,is,en-uk_is.m4a,0.2,
word,0.959493,1.36834,a,en-uk_a.m4a,0.2,
word,1.36834,2.01132,son.,en-uk_son.m4a,0.2,
page,5,book_en_206_page_5,wordwrap,
paragraph
sentence,book_en_206_page_5_1.m4a,0,
word,0,0.820289,These,en-uk_these.m4a,0.2,
word,0.820289,1.20424,are,en-uk_are.m4a,0.2,
word,1.20424,2.08959,children.,en-uk_children.m4a,0.2,
page,6,book_en_206_page_6,wordwrap,
paragraph
sentence,book_en_206_page_6_1.m4a,0,
word,0,0.659718,This,en-uk_this.m4a,0.2,
word,0.659718,1.00935,is,en-uk_is.m4a,0.2,
word,1.00935,1.46084,a,en-uk_a.m4a,0.2,
word,1.46084,2.24455,mother.,en-uk_mother.m4a,0.2,
page,7,book_en_206_page_7,wordwrap,
paragraph
sentence,book_en_206_page_7_1.m4a,0,
word,0,0.71794,This,en-uk_this.m4a,0.2,
word,0.71794,1.15988,is,en-uk_is.m4a,0.2,
word,1.15988,1.52733,a,en-uk_a.m4a,0.2,
word,1.52733,2.54481,father.,en-uk_father.m4a,0.2,
page,8,book_en_206_page_8,wordwrap,
paragraph
sentence,book_en_206_page_8_1.m4a,0,
word,0.0331695,0.866554,These,en-uk_these.m4a,0.2,
word,0.866554,1.36717,are,en-uk_are.m4a,0.2,
word,1.36717,2.41701,parents.,en-uk_parents.m4a,0.2,
page,9,book_en_206_page_9,wordwrap,
paragraph
sentence,book_en_206_page_9_1.m4a,0,
word,0,0.567805,This,en-uk_this.m4a,0.2,
word,0.567805,1.04152,is,en-uk_is.m4a,0.2,
word,1.04152,1.42679,a,en-uk_a.m4a,0.2,
word,1.42679,2.67107,grandmother.,en-uk_grandmother.m4a,0.2,
page,10,book_en_206_page_10,wordwrap,
paragraph
sentence,book_en_206_page_10_1.m4a,0,
word,0.0678086,0.720035,This,en-uk_this.m4a,0.2,
word,0.720035,1.19468,is,en-uk_is.m4a,0.2,
word,1.19468,1.64457,a,en-uk_a.m4a,0.2,
word,1.64457,2.97624,grandfather.,en-uk_grandfather.m4a,0.2,
page,11,book_en_206_page_11,wordwrap,
paragraph
sentence,book_en_206_page_11_1.m4a,0,
word,0,0.84276,These,en-uk_these.m4a,0.2,
word,0.84276,1.35941,are,en-uk_are.m4a,0.2,
word,1.35941,2.93676,grandparents.,en-uk_grandparents.m4a,0.2,
